League_Name,Team,Scored,1st half,2nd half,Avg. minute
England - League One,Leyton Orient,72,48.6%,51.4%,45
England - League One,Stockport,72,43.1%,56.9%,51
England - League One,Blackpool,72,43.1%,56.9%,51
England - League One,Wycombe,70,35.7%,64.3%,55
England - League One,Barnsley,69,43.5%,56.5%,48
England - League One,Reading,68,36.8%,63.2%,52
England - League One,Peterborough,68,57.4%,42.6%,45
England - League One,Wrexham,67,47.8%,52.2%,46
England - League One,Bolton,67,34.3%,65.7%,56
England - League One,Charlton,67,38.8%,61.2%,52
England - League One,Lincoln City,64,46.9%,53.1%,48
England - League One,Mansfield,60,58.3%,41.7%,43
England - League One,Huddersfield,58,44.8%,55.2%,48
England - League One,Crawley Town,57,42.1%,57.9%,51
England - League One,Rotherham,54,46.3%,53.7%,49
England - League One,Exeter City,49,40.8%,59.2%,49
England - League One,Burton Albion,49,49.0%,51.0%,47
England - League One,Northampton,48,50.0%,50.0%,49
England - League One,Cambridge Utd,45,48.9%,51.1%,44
England - League One,Bristol Rovers,44,38.6%,61.4%,52
England - League One,Stevenage,42,33.3%,66.7%,56
England - League One,Shrewsbury,41,39.0%,61.0%,52
England - League One,Wigan Athletic,40,50.0%,50.0%,47
England - National League,Barnet,97,48.5%,51.5%,49
England - National League,York City,95,40.0%,60.0%,56
England - National League,Gateshead FC,76,55.3%,44.7%,44
England - National League,Aldershot Town,69,44.9%,55.1%,51
England - National League,Forest Green,69,43.5%,56.5%,52
England - National League,Rochdale,69,40.6%,59.4%,51
England - National League,Altrincham,68,51.5%,48.5%,46
England - National League,Tamworth,65,40.0%,60.0%,55
England - National League,Oldham,64,40.6%,59.4%,52
England - National League,Dagenham & R.,61,42.6%,57.4%,50
England - National League,Solihull Moors,61,37.7%,62.3%,54
England - National League,Hartlepool,59,39.0%,61.0%,53
England - National League,Southend Utd,59,50.8%,49.2%,46
England - National League,Sutton Utd,59,45.8%,54.2%,47
England - National League,Eastleigh,58,55.2%,44.8%,45
England - National League,Maidenhead Utd,57,42.1%,57.9%,50
England - National League,Wealdstone,56,42.9%,57.1%,52
England - National League,Boston Utd,54,55.6%,44.4%,46
England - National League,Woking,52,32.7%,67.3%,53
England - National League,Braintree Town,51,54.9%,45.1%,41
England - National League,Yeovil Town,51,43.1%,56.9%,50
England - National League,AFC Fylde,50,50.0%,50.0%,47
England - National League,Halifax Town,50,44.0%,56.0%,47
England - National League,Ebbsfleet Utd,38,31.6%,68.4%,59
FaroeIslands - Premier League,NSI Runavik,51,35.3%,64.7%,56
FaroeIslands - Premier League,Klaksvik,41,53.7%,46.3%,47
FaroeIslands - Premier League,HB Torshavn,26,38.5%,61.5%,51
FaroeIslands - Premier League,B36 Torshavn,19,42.1%,57.9%,49
FaroeIslands - Premier League,B68 Toftir,15,33.3%,66.7%,58
FaroeIslands - Premier League,07 Vestur,15,86.7%,13.3%,31
FaroeIslands - Premier League,Vikingur,14,35.7%,64.3%,52
FaroeIslands - Premier League,Streymur,12,41.7%,58.3%,49
FaroeIslands - Premier League,TB Tvoroyri,10,60.0%,40.0%,44
FaroeIslands - Premier League,Suduroy,7,57.1%,42.9%,43
Finland - Veikkausliiga,Ilves,21,33.3%,66.7%,54
Finland - Veikkausliiga,HJK Helsinki,21,47.6%,52.4%,47
Finland - Veikkausliiga,Inter Turku,18,33.3%,66.7%,60
Finland - Veikkausliiga,SJK,17,23.5%,76.5%,59
Finland - Veikkausliiga,KuPS,16,43.8%,56.3%,56
Finland - Veikkausliiga,VPS,14,21.4%,78.6%,64
Finland - Veikkausliiga,Oulu,13,46.2%,53.8%,51
Finland - Veikkausliiga,Haka,12,25.0%,75.0%,68
Finland - Veikkausliiga,Gnistan,12,41.7%,58.3%,47
Finland - Veikkausliiga,Mariehamn,11,54.5%,45.5%,46
Finland - Veikkausliiga,KTP,9,33.3%,66.7%,57
Finland - Veikkausliiga,Jaro,7,42.9%,57.1%,49
Finland - Ykkonen,TPS,26,61.5%,38.5%,43
Finland - Ykkonen,Klubi-04,22,36.4%,63.6%,51
Finland - Ykkonen,Ekenas IF,16,43.8%,56.3%,57
Finland - Ykkonen,Lahti,15,40.0%,60.0%,59
Finland - Ykkonen,JaPS,14,21.4%,78.6%,60
Finland - Ykkonen,SJK Akatemia,13,38.5%,61.5%,50
Finland - Ykkonen,PK-35,13,61.5%,38.5%,36
Finland - Ykkonen,KaPa,13,53.8%,46.2%,44
Finland - Ykkonen,JIPPO,11,45.5%,54.5%,52
Finland - Ykkonen,SalPa,4,50.0%,50.0%,46
Finland - Kakkonen,Inter Turku B,26,42.3%,57.7%,48
Finland - Kakkonen,PKKU,21,42.9%,57.1%,53
Finland - Kakkonen,OLS Oulu,21,38.1%,61.9%,52
Finland - Kakkonen,KuPS Ak.,18,33.3%,66.7%,60
Finland - Kakkonen,JJK,17,70.6%,29.4%,41
Finland - Kakkonen,Tampere Utd,13,46.2%,53.8%,56
Finland - Kakkonen,Jazz Pori,13,61.5%,38.5%,43
Finland - Kakkonen,Mikkelin,12,33.3%,66.7%,55
Finland - Kakkonen,KPV Kokkola,11,63.6%,36.4%,44
Finland - Kakkonen,EPS,11,36.4%,63.6%,58
Finland - Kakkonen,Atlantis,11,45.5%,54.5%,48
Finland - Kakkonen,Rovaniemi,10,50.0%,50.0%,47
France - Ligue 1,Paris SG,92,40.2%,59.8%,51
France - Ligue 1,Marseille,74,35.1%,64.9%,53
France - Ligue 1,Nice,66,57.6%,42.4%,44
France - Ligue 1,Lyon,65,33.8%,66.2%,58
France - Ligue 1,Monaco,63,36.5%,63.5%,53
France - Ligue 1,Strasbourg,56,41.1%,58.9%,50
France - Ligue 1,Lille,52,48.1%,51.9%,53
France - Ligue 1,Brest,52,55.8%,44.2%,45
France - Ligue 1,Rennes,51,45.1%,54.9%,49
France - Ligue 1,Auxerre,48,52.1%,47.9%,52
France - Ligue 1,Toulouse,44,38.6%,61.4%,53
France - Ligue 1,Lens,42,47.6%,52.4%,51
France - Ligue 1,Le Havre,40,45.0%,55.0%,52
France - Ligue 1,Nantes,39,48.7%,51.3%,49
France - Ligue 1,Saint-Etienne,39,43.6%,56.4%,45
France - Ligue 1,Reims,33,51.5%,48.5%,46
France - Ligue 1,Angers,32,43.8%,56.3%,50
France - Ligue 1,Montpellier,23,34.8%,65.2%,57
France - Ligue 2,Lorient,68,33.8%,66.2%,57
France - Ligue 2,Metz,64,46.9%,53.1%,54
France - Ligue 2,Guingamp,57,42.1%,57.9%,52
France - Ligue 2,Rodez Aveyron,56,39.3%,60.7%,54
France - Ligue 2,Paris FC,55,49.1%,50.9%,47
France - Ligue 2,USL Dunkerque,47,38.3%,61.7%,52
France - Ligue 2,Laval,44,45.5%,54.5%,48
France - Ligue 2,SC Bastia,43,48.8%,51.2%,48
France - Ligue 2,Grenoble,43,46.5%,53.5%,52
France - Ligue 2,Annecy,42,40.5%,59.5%,47
France - Ligue 2,Pau FC,39,41.0%,59.0%,53
France - Ligue 2,Amiens,38,50.0%,50.0%,47
France - Ligue 2,Red Star,37,56.8%,43.2%,42
France - Ligue 2,Troyes,36,41.7%,58.3%,51
France - Ligue 2,Caen,31,25.8%,74.2%,59
France - Ligue 2,AC Ajaccio,30,36.7%,63.3%,53
France - Ligue 2,Clermont,30,46.7%,53.3%,43
France - Ligue 2,Martigues,29,55.2%,44.8%,46
France - National,Nancy,54,37.0%,63.0%,54
France - National,Concarneau,48,41.7%,58.3%,52
France - National,Le Mans,48,50.0%,50.0%,47
France - National,Boulogne,46,52.2%,47.8%,45
France - National,Aubagne,43,51.2%,48.8%,49
France - National,Orleans,43,41.9%,58.1%,51
France - National,Rouen,42,59.5%,40.5%,47
France - National,Versailles,41,56.1%,43.9%,44
France - National,Chateauroux,40,50.0%,50.0%,50
France - National,Valenciennes,38,50.0%,50.0%,46
France - National,Dijon,37,45.9%,54.1%,47
France - National,Paris 13 A.,32,43.8%,56.3%,45
France - National,Quevilly Rouen,31,54.8%,45.2%,46
France - National,Villefranche,29,37.9%,62.1%,57
France - National,Sochaux,29,24.1%,75.9%,62
France - National,Bourg-en-Bresse,26,50.0%,50.0%,48
France - National,Nimes,24,33.3%,66.7%,54
Georgia - Erovnuli Liga,Dila Gori,32,40.6%,59.4%,58
Georgia - Erovnuli Liga,Iberia,29,44.8%,55.2%,51
Georgia - Erovnuli Liga,Samgurali,26,61.5%,38.5%,40
Georgia - Erovnuli Liga,Dinamo Tbilisi,23,56.5%,43.5%,44
Georgia - Erovnuli Liga,Dinamo Batumi,21,61.9%,38.1%,45
Georgia - Erovnuli Liga,Torpedo Kutaisi,20,45.0%,55.0%,47
Georgia - Erovnuli Liga,Gareji Sagarejo,17,41.2%,58.8%,52
Georgia - Erovnuli Liga,Gagra,17,35.3%,64.7%,55
Georgia - Erovnuli Liga,Telavi,12,58.3%,41.7%,40
Georgia - Erovnuli Liga,Kolkheti Poti,12,50.0%,50.0%,51
Germany - Bundesliga,Bayern Munich,99,41.4%,58.6%,52
Germany - Bundesliga,Leverkusen,72,55.6%,44.4%,45
Germany - Bundesliga,Dortmund,71,42.3%,57.7%,53
Germany - Bundesliga,E. Frankfurt,68,50.0%,50.0%,48
Germany - Bundesliga,Stuttgart,64,42.2%,57.8%,49
Germany - Bundesliga,Wolfsburg,56,37.5%,62.5%,52
Germany - Bundesliga,Monchengladbach,55,45.5%,54.5%,49
Germany - Bundesliga,FSV Mainz,55,49.1%,50.9%,46
Germany - Bundesliga,Werder Bremen,54,48.1%,51.9%,49
Germany - Bundesliga,RB Leipzig,53,58.5%,41.5%,41
Germany - Bundesliga,Holstein Kiel,49,49.0%,51.0%,53
Germany - Bundesliga,Freiburg,49,42.9%,57.1%,51
Germany - Bundesliga,Hoffenheim,46,45.7%,54.3%,51
Germany - Bundesliga,Heidenheim,37,40.5%,59.5%,52
Germany - Bundesliga,FC Augsburg,35,48.6%,51.4%,48
Germany - Bundesliga,Union Berlin,35,54.3%,45.7%,46
Germany - Bundesliga,Bochum,31,48.4%,51.6%,47
Germany - Bundesliga,Sankt Pauli,28,46.4%,53.6%,53
Germany - 2. Bundesliga,Hamburger SV,79,49.4%,50.6%,49
Germany - 2. Bundesliga,Magdeburg,64,37.5%,62.5%,52
Germany - 2. Bundesliga,Elversberg,64,45.3%,54.7%,48
Germany - 2. Bundesliga,FC Nurnberg,60,51.7%,48.3%,47
Germany - 2. Bundesliga,Dusseldorf,57,35.1%,64.9%,55
Germany - 2. Bundesliga,Karlsruher SC,57,47.4%,52.6%,49
Germany - 2. Bundesliga,Darmstadt,56,42.9%,57.1%,52
Germany - 2. Bundesliga,Paderborn,56,32.1%,67.9%,55
Germany - 2. Bundesliga,Kaiserslautern,56,41.1%,58.9%,54
Germany - 2. Bundesliga,FC Koln,53,52.8%,47.2%,46
Germany - 2. Bundesliga,Schalke 04,52,44.2%,55.8%,52
Germany - 2. Bundesliga,Hertha Berlin,49,34.7%,65.3%,52
Germany - 2. Bundesliga,Greuther Furth,45,55.6%,44.4%,44
Germany - 2. Bundesliga,Hannover 96,41,39.0%,61.0%,53
Germany - 2. Bundesliga,Preuss. Munster,40,47.5%,52.5%,49
Germany - 2. Bundesliga,Braunschweig,38,42.1%,57.9%,53
Germany - 2. Bundesliga,Ulm,36,55.6%,44.4%,41
Germany - 2. Bundesliga,Regensburg,23,52.2%,47.8%,44
Germany - 3. Liga,FC Ingolstadt,72,43.1%,56.9%,51
Germany - 3. Liga,Dynamo Dresden,71,40.8%,59.2%,49
Germany - 3. Liga,Bielefeld,64,37.5%,62.5%,57
Germany - 3. Liga,Energie Cottbus,64,51.6%,48.4%,47
Germany - 3. Liga,Verl,62,56.5%,43.5%,47
Germany - 3. Liga,Viktoria Koln,59,35.6%,64.4%,55
Germany - 3. Liga,Saarbrucken,59,50.8%,49.2%,48
Germany - 3. Liga,Wehen Wiesbaden,59,42.4%,57.6%,52
Germany - 3. Liga,1860 Munchen,57,40.4%,59.6%,53
Germany - 3. Liga,RW Essen,55,45.5%,54.5%,49
Germany - 3. Liga,Hansa Rostock,54,40.7%,59.3%,53
Germany - 3. Liga,Dortmund B,53,47.2%,52.8%,51
Germany - 3. Liga,Erzgebirge Aue,52,61.5%,38.5%,43
Germany - 3. Liga,Hannover 96 B,51,45.1%,54.9%,51
Germany - 3. Liga,Sandhausen,49,38.8%,61.2%,53
Germany - 3. Liga,VfB Stuttgart B,49,53.1%,46.9%,44
Germany - 3. Liga,Osnabruck,46,45.7%,54.3%,50
Germany - 3. Liga,Alemannia A.,44,40.9%,59.1%,49
Germany - 3. Liga,Mannheim,43,55.8%,44.2%,47
Germany - 3. Liga,Unterhaching,40,52.5%,47.5%,43
Greece - Super League,PAOK,62,40.3%,59.7%,52
Greece - Super League,Olympiakos,58,44.8%,55.2%,48
Greece - Super League,Levadiakos,50,44.0%,56.0%,50
Greece - Super League,AEK Athens,48,43.8%,56.3%,53
Greece - Super League,Panathinaikos,42,40.5%,59.5%,54
Greece - Super League,Panserraikos,40,47.5%,52.5%,50
Greece - Super League,OFI Crete,37,54.1%,45.9%,46
Greece - Super League,Volos,36,44.4%,55.6%,51
Greece - Super League,A. Kallithea,36,41.7%,58.3%,53
Greece - Super League,Atromitos,32,43.8%,56.3%,51
Greece - Super League,Aris,31,54.8%,45.2%,47
Greece - Super League,Panaitolikos,29,48.3%,51.7%,51
Greece - Super League,Asteras T.,27,33.3%,66.7%,54
Greece - Super League,Lamia,21,47.6%,52.4%,50
Hong Kong - Premier League,Tai Po,62,51.6%,48.4%,49
Hong Kong - Premier League,Kitchee,55,49.1%,50.9%,50
Hong Kong - Premier League,LM Warriors,54,29.6%,70.4%,59
Hong Kong - Premier League,Eastern,54,38.9%,61.1%,52
Hong Kong - Premier League,HK Rangers,38,47.4%,52.6%,55
Hong Kong - Premier League,North District,37,51.4%,48.6%,47
Hong Kong - Premier League,Kowloon City,36,50.0%,50.0%,49
Hong Kong - Premier League,Southern D.,34,50.0%,50.0%,48
Hong Kong - Premier League,Hong Kong FC,21,66.7%,33.3%,43
Hungary - NB I,Paks,65,43.1%,56.9%,54
Hungary - NB I,Ferencvaros,64,45.3%,54.7%,51
Hungary - NB I,Puskas A.,58,46.6%,53.4%,52
Hungary - NB I,MTK Budapest,53,39.6%,60.4%,55
Hungary - NB I,Debrecen,52,32.7%,67.3%,54
Hungary - NB I,Gyor,49,34.7%,65.3%,56
Hungary - NB I,DVTK,43,53.5%,46.5%,45
Hungary - NB I,Ujpest,38,50.0%,50.0%,44
Hungary - NB I,Zalaegerszegi,35,51.4%,48.6%,46
Hungary - NB I,Fehervar,34,29.4%,70.6%,60
Hungary - NB I,Nyiregyhaza,31,54.8%,45.2%,46
Hungary - NB I,Kecskemeti TE,31,58.1%,41.9%,47
Iceland - Urvalsdeild,KR Reykjavik,28,42.9%,57.1%,53
Iceland - Urvalsdeild,Valur,22,45.5%,54.5%,47
Iceland - Urvalsdeild,Vikingur R.,19,63.2%,36.8%,40
Iceland - Urvalsdeild,Stjarnan,17,47.1%,52.9%,46
Iceland - Urvalsdeild,Breidablik,17,58.8%,41.2%,44
Iceland - Urvalsdeild,Fram,16,56.3%,43.8%,50
Iceland - Urvalsdeild,Hafnarfjordur,15,53.3%,46.7%,50
Iceland - Urvalsdeild,Vestri,12,50.0%,50.0%,52
Iceland - Urvalsdeild,IBV,12,50.0%,50.0%,50
Iceland - Urvalsdeild,IA Akranes,12,66.7%,33.3%,46
Iceland - Urvalsdeild,KA Akureyri,10,40.0%,60.0%,58
Iceland - Urvalsdeild,Afturelding,8,25.0%,75.0%,55
Iceland - 1. Deild,Thor Akureyri,17,58.8%,41.2%,44
Iceland - 1. Deild,Grindavik,17,41.2%,58.8%,45
Iceland - 1. Deild,Njardvik,15,53.3%,46.7%,44
Iceland - 1. Deild,Keflavik,13,53.8%,46.2%,43
Iceland - 1. Deild,Volsungur,12,50.0%,50.0%,56
Iceland - 1. Deild,Throttur R.,11,45.5%,54.5%,51
Iceland - 1. Deild,HK Kopavogur,11,54.5%,45.5%,48
Iceland - 1. Deild,IR Reykjavik,10,60.0%,40.0%,43
Iceland - 1. Deild,Fylkir,7,14.3%,85.7%,63
Iceland - 1. Deild,Fjolnir,7,71.4%,28.6%,36
Iceland - 1. Deild,Leiknir R.,6,16.7%,83.3%,58
Iceland - 1. Deild,Selfoss,4,25.0%,75.0%,52
Ireland - Premier Division,Shamrock Rovers,33,45.5%,54.5%,53
Ireland - Premier Division,St. Patricks,26,61.5%,38.5%,49
Ireland - Premier Division,Drogheda Utd,25,52.0%,48.0%,52
Ireland - Premier Division,Sligo Rovers,22,40.9%,59.1%,52
Ireland - Premier Division,Shelbourne,22,50.0%,50.0%,42
Ireland - Premier Division,Derry City,22,40.9%,59.1%,47
Ireland - Premier Division,Galway Utd,21,42.9%,57.1%,55
Ireland - Premier Division,Cork City,21,28.6%,71.4%,56
Ireland - Premier Division,Bohemians,21,42.9%,57.1%,54
Ireland - Premier Division,Waterford,20,60.0%,40.0%,39
Ireland - First Division,Cobh Ramblers,31,51.6%,48.4%,44
Ireland - First Division,Treaty Utd,30,30.0%,70.0%,60
Ireland - First Division,Dundalk,29,44.8%,55.2%,51
Ireland - First Division,Bray Wanderers,29,55.2%,44.8%,42
Ireland - First Division,Wexford,24,41.7%,58.3%,53
Ireland - First Division,Finn Harps,20,30.0%,70.0%,54
Ireland - First Division,Kerry,16,68.8%,31.3%,40
Ireland - First Division,Longford Town,14,35.7%,64.3%,56
Ireland - First Division,UC Dublin,11,27.3%,72.7%,62
Ireland - First Division,Athlone Town,11,36.4%,63.6%,55
Israel - Ligat HaAl,M. Tel Aviv,83,47.0%,53.0%,50
Israel - Ligat HaAl,H. Beer Sheva,75,34.7%,65.3%,56
Israel - Ligat HaAl,Maccabi Haifa,65,38.5%,61.5%,55
Israel - Ligat HaAl,B. Jerusalem,58,39.7%,60.3%,53
Israel - Ligat HaAl,Maccabi Netanya,51,51.0%,49.0%,50
Israel - Ligat HaAl,Hapoel Haifa,51,54.9%,45.1%,44
Israel - Ligat HaAl,Ashdod,48,56.3%,43.8%,45
Israel - Ligat HaAl,H. Jerusalem,47,48.9%,51.1%,46
Israel - Ligat HaAl,M. Bnei Raina,36,52.8%,47.2%,45
Israel - Ligat HaAl,Kiryat Shmona,32,43.8%,56.3%,51
Israel - Ligat HaAl,M. Petah Tikva,31,41.9%,58.1%,50
Israel - Ligat HaAl,Hapoel Hadera,31,51.6%,48.4%,48
Israel - Ligat HaAl,Ironi Tiberias,28,39.3%,60.7%,55
